RNA_N1	RNA_N2	RNA_N3	RNA_E5_1	RNA_E5_2	RNA_E5_3	RNA_L5_1	RNA_L5_2	RNA_L5_3	RNA_L21_1	RNA_L21_2	RNA_L21_3	RNA_L35_1	RNA_L35_2	RNA_L35_3
ENSMUSG00000113139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113140	9	14	1	2	0	0	0	3	5	0	14	5	9	6	18
ENSMUSG00000113141	16	16	2	6	4	2	2	8	0	7	11	6	9	5	32
ENSMUSG00000113142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113143	5	4	0	1	2	3	3	6	1	6	5	4	4	3	4
ENSMUSG00000113144	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113145	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000113146	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113147	2	1	0	0	0	0	0	2	0	0	2	0	2	2	3
ENSMUSG00000113148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113151	2	4	4	3	0	4	5	5	2	2	3	1	4	1	4
ENSMUSG00000113152	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113154	0	2	1	1	1	0	0	0	0	0	3	0	0	0	3
ENSMUSG00000113155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113158	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000113159	6	11	1	0	2	0	0	2	1	0	3	5	3	0	2
ENSMUSG00000113160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000113164	5	2	0	1	0	0	0	0	0	0	0	3	0	0	1
ENSMUSG00000113165	0	0	0	8	5	4	6	8	3	5	34	13	20	10	17
ENSMUSG00000113166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113167	0	2	0	0	0	0	4	0	3	0	1	0	0	0	0
ENSMUSG00000113168	94	100	68	78	79	95	234	274	242	71	81	37	121	95	119
ENSMUSG00000113169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113170	14	19	31	11	13	5	4	12	13	2	6	10	16	12	15
ENSMUSG00000113171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113175	3	2	1	0	6	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000113177	0	0	0	0	0	5	0	0	0	1	2	1	2	0	1
ENSMUSG00000113178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113179	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000113182	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000113183	103	195	13	31	70	9	12	21	45	19	19	38	29	5	42
ENSMUSG00000113184	0	1	0	2	1	0	0	1	0	0	1	2	1	1	0
ENSMUSG00000113185	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0
ENSMUSG00000113186	4	0	0	0	0	0	2	0	2	0	2	4	4	0	0
ENSMUSG00000113187	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000113188	16	20	16	28	29	30	16	22	16	16	9	11	29	20	23
ENSMUSG00000113189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113190	13	9	13	6	10	11	15	12	14	8	2	1	1	0	6
ENSMUSG00000113191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113192	2	1	0	0	1	3	1	4	2	5	3	5	4	0	1
ENSMUSG00000113193	0	0	0	0	0	0	0	4	1	3	1	3	5	4	5
ENSMUSG00000113194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113195	35	52	9	16	7	10	9	18	13	2	0	18	3	7	8
ENSMUSG00000113196	62	75	12	12	22	6	16	10	36	22	31	34	47	28	67
ENSMUSG00000113197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000113198	149	126	128	106	108	114	90	145	130	83	120	70	106	78	109
ENSMUSG00000113199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113200	25	47	10	3	14	6	6	4	11	10	16	36	9	22	38
ENSMUSG00000113201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113202	4	0	0	0	0	0	2	0	1	0	1	1	0	0	1
ENSMUSG00000113203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113204	900	1457	391	465	491	191	250	377	500	325	147	473	355	333	593
ENSMUSG00000113205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113206	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000113207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113209	0	3	0	0	0	0	0	1	3	5	0	0	0	0	1
ENSMUSG00000113210	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000113211	92	105	58	18	31	30	144	161	136	2	17	22	0	3	0
ENSMUSG00000113212	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000113213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113216	5	1	0	0	0	2	4	0	0	4	1	0	0	0	1
ENSMUSG00000113217	1	0	3	1	0	0	0	0	0	0	2	0	0	0	2
ENSMUSG00000113218	2	0	1	0	0	1	0	0	0	0	3	0	0	0	0
ENSMUSG00000113219	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113222	13	10	10	6	6	6	4	12	11	5	9	1	5	5	7
ENSMUSG00000113223	1	1	0	0	0	2	0	3	0	0	0	0	0	0	0
ENSMUSG00000113224	5	1	0	0	1	0	0	0	0	0	0	0	4	0	0
ENSMUSG00000113225	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000113226	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1
ENSMUSG00000113227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113228	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000113229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113231	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113232	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113235	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000113236	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113237	21	28	5	9	5	10	5	7	4	8	6	4	6	5	8
ENSMUSG00000113238	17	23	11	13	13	5	6	10	10	3	14	15	12	1	15
ENSMUSG00000113239	4	4	1	0	0	1	0	0	1	0	0	0	2	2	1
ENSMUSG00000113240	18	13	11	8	15	8	15	8	13	11	12	4	18	11	8
ENSMUSG00000113241	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000113242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000113243	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000113244	1	0	0	0	0	6	0	0	0	1	0	0	0	0	2
ENSMUSG00000113245	1	2	3	2	0	0	1	2	0	2	1	0	3	0	3
ENSMUSG00000113246	0	2	0	2	1	0	2	0	1	2	4	0	1	4	5
ENSMUSG00000113247	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113248	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000113249	4	6	7	6	3	7	3	2	4	6	6	1	6	3	2
ENSMUSG00000113250	61	66	17	35	44	4	8	12	44	17	12	10	19	19	32
ENSMUSG00000113251	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000113252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSMUSG00000113253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113255	273	269	135	294	310	100	154	194	258	149	71	168	94	154	165
ENSMUSG00000113256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113257	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1
ENSMUSG00000113258	3	5	0	3	0	3	2	2	3	1	1	1	4	0	2
ENSMUSG00000113259	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000113260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113262	7	16	11	10	7	3	2	8	6	5	2	2	5	8	8
ENSMUSG00000113263	21	16	7	17	10	14	14	10	18	11	10	9	10	10	14
ENSMUSG00000113264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113265	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000113266	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000113267	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000113268	0	0	0	0	4	1	0	0	1	4	18	0	13	4	4
ENSMUSG00000113269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113270	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSMUSG00000113271	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113272	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4
ENSMUSG00000113273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113274	1	2	2	1	3	0	0	3	0	1	2	0	0	0	4
ENSMUSG00000113275	4	0	0	0	1	0	0	0	0	1	0	0	1	0	0
ENSMUSG00000113276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113277	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0
ENSMUSG00000113278	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000113279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113280	1	1	1	0	1	1	0	2	3	1	2	0	0	0	0
ENSMUSG00000113281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113282	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000113283	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ENSMUSG00000113284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113285	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
ENSMUSG00000113286	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000113287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113288	4	3	0	0	0	0	0	0	0	0	0	3	9	0	0
ENSMUSG00000113289	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000113290	5	2	0	3	3	3	0	0	2	1	5	6	6	2	1
ENSMUSG00000113291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113292	0	0	0	0	1	0	0	0	2	0	1	0	2	0	3
ENSMUSG00000113293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113294	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000113295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113298	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000113299	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSMUSG00000113300	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000113301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113303	0	4	5	3	0	9	8	4	2	0	0	6	3	0	4
ENSMUSG00000113304	0	0	0	0	1	0	0	0	0	0	5	1	2	0	0
ENSMUSG00000113305	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
ENSMUSG00000113306	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000113307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113308	0	0	0	0	0	6	3	3	6	0	1	0	0	2	0
ENSMUSG00000113309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000113310	11	29	21	6	7	8	1	1	8	4	5	2	4	6	14
ENSMUSG00000113311	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113313	703	1479	330	276	317	78	112	129	183	93	165	403	170	121	286
ENSMUSG00000113314	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000113315	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113318	19	21	8	26	32	17	19	17	14	9	7	27	22	26	30
ENSMUSG00000113319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113321	0	1	1	1	1	0	0	1	2	0	0	0	0	0	3
ENSMUSG00000113322	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113326	236	417	83	161	200	86	91	122	214	290	209	438	358	324	831
ENSMUSG00000113327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113328	598	823	287	166	298	105	53	64	95	54	139	105	235	176	416
ENSMUSG00000113329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113332	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113334	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSMUSG00000113335	41	53	34	22	23	36	5	22	24	40	34	10	34	17	40
ENSMUSG00000113336	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000113337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113338	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
ENSMUSG00000113339	0	0	0	1	0	1	0	0	0	0	2	0	2	0	0
ENSMUSG00000113340	7	3	4	9	4	5	6	7	4	6	11	0	0	0	4
ENSMUSG00000113341	15	18	7	11	8	7	2	1	6	7	8	4	28	5	28
ENSMUSG00000113342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113343	2	0	0	1	0	2	0	0	0	3	2	1	1	0	0
ENSMUSG00000113344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113346	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113349	44	85	34	10	7	10	7	8	18	9	2	7	5	8	18
ENSMUSG00000113350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113352	0	3	0	0	0	1	0	0	0	5	2	0	0	0	3
ENSMUSG00000113353	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113355	2	0	0	0	0	2	0	1	0	0	0	5	6	0	0
ENSMUSG00000113356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113357	53	69	14	20	10	9	4	4	12	9	16	15	11	4	11
ENSMUSG00000113358	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113359	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000113360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113361	79	89	81	52	36	35	13	21	50	118	77	41	86	64	185
ENSMUSG00000113362	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000113363	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000113365	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000113366	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1
ENSMUSG00000113367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113368	37	24	21	22	17	25	17	21	20	16	21	13	23	13	16
ENSMUSG00000113369	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113370	3	0	0	0	0	4	0	2	0	1	0	3	1	5	0
ENSMUSG00000113371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSMUSG00000113373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113375	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000113376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113379	45	59	16	23	24	6	9	8	21	23	13	35	10	10	38
ENSMUSG00000113380	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000113381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000113382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113384	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113385	23	43	16	2	7	1	2	3	10	7	4	16	20	15	14
ENSMUSG00000113386	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000113387	1	4	6	0	0	1	0	1	0	0	0	5	0	0	0
ENSMUSG00000113388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113389	151	69	62	73	223	53	294	226	56	51	52	34	75	117	143
ENSMUSG00000113390	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113391	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000113392	40	54	14	10	16	8	6	7	10	21	24	21	42	37	47
ENSMUSG00000113393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113395	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000113396	6	1	4	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113397	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000113398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113400	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113402	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113403	0	0	0	1	0	2	0	0	1	0	0	0	1	0	0
ENSMUSG00000113404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113406	0	0	0	2	0	2	0	0	0	8	2	0	1	0	2
ENSMUSG00000113407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113408	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113409	1	0	3	2	2	3	6	4	5	2	2	4	1	3	3
ENSMUSG00000113410	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000113411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113412	6	8	6	7	9	6	9	8	7	4	5	3	3	4	4
ENSMUSG00000113413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113415	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0
ENSMUSG00000113416	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000113417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113418	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113419	1	1	0	0	1	0	0	1	3	0	0	0	0	0	0
ENSMUSG00000113420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113421	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0
ENSMUSG00000113422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113423	163	293	32	35	37	28	11	18	39	23	40	52	60	68	88
ENSMUSG00000113424	87	20	21	27	37	46	13	17	14	25	5	22	13	8	2
ENSMUSG00000113425	7	32	5	7	13	0	1	3	7	0	8	1	3	15	15
ENSMUSG00000113426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113427	10	17	13	10	4	5	3	4	11	3	26	3	16	5	14
ENSMUSG00000113428	5	12	3	3	6	5	2	5	3	3	7	20	11	8	18
ENSMUSG00000113429	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000113430	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000113431	376	333	252	1163	1223	1705	1458	1935	1379	563	695	934	1119	671	977
ENSMUSG00000113432	82	164	26	35	26	11	16	15	25	15	23	27	32	25	35
ENSMUSG00000113433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113434	16	7	0	3	12	0	2	2	0	3	8	0	6	7	15
ENSMUSG00000113435	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000113436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113438	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113440	0	16	1	9	10	3	5	3	10	15	16	9	14	9	10
ENSMUSG00000113441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSMUSG00000113442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113443	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113445	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113446	1	0	0	0	0	5	0	0	1	0	1	0	0	0	0
ENSMUSG00000113447	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSMUSG00000113448	0	2	0	1	1	0	1	0	2	2	2	1	2	0	4
ENSMUSG00000113449	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000113450	94	143	48	109	82	33	45	46	49	55	21	48	43	50	46
ENSMUSG00000113451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113453	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113454	2	1	0	0	0	0	0	0	0	2	0	1	1	0	2
ENSMUSG00000113455	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000113456	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000113457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113459	1	2	1	0	0	0	2	0	2	0	0	0	0	0	3
ENSMUSG00000113460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113462	0	0	1	2	0	0	3	1	1	0	0	0	1	0	2
ENSMUSG00000113463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113464	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000113465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113467	13	58	5	5	3	5	1	3	15	13	10	21	13	9	23
ENSMUSG00000113468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113469	5	4	5	3	1	3	0	10	7	2	7	2	3	1	7
